,Movie,Reviewer,Publish,Review,Date,Score
308,A HERO,Adam Graham,Detroit News,"""A Hero"" is a simple story of how quickly things can fall apart, especially for those who are already vulnerable or prone to losing.",20/01/2022,79.0
309,A HERO,Jacob Oller,Paste Magazine,Iranian master Asghar Farhadi's A Hero...provides fertile ground for the filmmaker's command of aesthetic realism and closeknit interpersonal dynamics.,20/01/2022,90.0
310,A HERO,Natasha Alvar,Cultured Vultures,"Director Asghar Farhadi takes the adage ""no good deed goes unpunished"" and runs with it, offering a film that effectively comments on the failings of social institutions, and the cancel culture ways of modern society.",20/01/2022,90.0
311,A HERO,Jim Slotek,Original Cin,"A tale of a good deed gone wrong, skillfully presented, that ties together shrewd self-interest and generosity without descending to cynicism.",19/01/2022,89.0
312,A HERO,Tessa Smith,Mama's Geeky,"A film that will make viewers wonder about the true meaning of the word hero. The main character is likeable at first, but as the film evolves, he is a lot harder to root for.",18/01/2022,60.0
313,A HERO,Matt Pais,MattPais.com,"Eventually you really expect several people in A Hero to scream, 'Oh, come on!'",15/01/2022,64.0
314,A HERO,Erik Childress,eFilmCritic.com,Asghar Farhadi is an observer of behavior that asks us to be careful on how to judge people who are often more complex than each individual action. Amir Jadidi carries the weight of his collapsing decisions all in his face and it is mesmerizing.,14/01/2022,87.5
315,A HERO,Tom Meek,Cambridge Day,"It's a complex look at social norms, pride and self-interest in which few are truly heroic.",14/01/2022,87.5
316,A HERO,Jennie Kermode,Eye for Film,"Beautifully photographed as always, with a colour palette whose soft, shifting hues reflect its moral and narrative ambiguity, A Hero is one of Farhadi's finest works.",14/01/2022,80.0
317,A HERO,Jorge Ignacio Castillo,Planet S Magazine,Farhadi is a master of slow burn storytelling.,14/01/2022,80.0
318,A HERO,Ray Gill Jr.,Willamette Week,"Farhadi never insults his audience with obvious exposition. The viewer is left to discover who Rahim is, the various characters' motivations, and who the stories' villains and heroes are.",13/01/2022,100.0
319,A HERO,Max Copeman,Radio Times,"Jadidi is a hugely sympathetic figure, and Farhadi's controlled script and direction make for an engrossing and knotty film.",13/01/2022,80.0
320,A HERO,Michael Phillips,Chicago Tribune,"The cast is perfect throughout, blending pros and amateurs.",13/01/2022,75.0
321,A HERO,Al Alexander,The Patriot Ledger,Jadidi is superb at conveying frustrations with a legal system utterly inconducive to upholding integrity.,13/01/2022,89.0
322,A HERO,Leo Brady,AMovieGuy.com,"On and on I could go, the discussions, and the debates are endless with A Hero. That's what makes it such a great film and another shiny jewel onto the crown of Asghar Farhadi as a director.",12/01/2022,100.0
323,A HERO,Robert Roten,Laramie Movie Scope,"It is a tolerable movie, but the story utilizes too many arbitrary plot devices which increase its moral ambiguity and inhumanity, while decreasing it's appeal, believability and relevance.",11/01/2022,64.0
324,A HERO,Julian Roman,MovieWeb,Iranian auteur Asghar Farhadi crafts a spellbinding morality play that lingers with melancholic devastation. A Hero shows how good intentions are not enough to overcome mistrust and a tarnished reputation.,11/01/2022,80.0
325,A HERO,Robin Clifford,Reeling Reviews,"In what could be an overtly political statement on the world we live in is, instead, a study of human nature and its shortcomings.",10/01/2022,79.0
326,A HERO,Simran Hans,Observer (UK),"What begins as funny and almost farcical, soon shifts into something much sadder and more sobering.",10/01/2022,80.0
327,A HERO,Edward Porter,Sunday Times (UK),"Jadidi's chancer has a smiley, zealous demeanour that makes him seem pitiable and inscrutable; and everyone he meets has an agenda.",09/01/2022,80.0
328,A HERO,Andy Lea,Daily Express (UK),The film immerses us in the local culture and its customs but there's a universality to Rahim's increasingly messy predicament.,09/01/2022,80.0
329,A HERO,Joe Friar,Fort Worth Report,"Asghar Farhadi creates characters that exist in gray areas, with no clear heroes or villains. His latest film is a taut drama filled with contention that showcases humanity's struggle for righteousness against overwhelming odds.",09/01/2022,100.0
330,A HERO,Scott Tobias,The Reveal,"It may be our instinct to understand stories in terms of heroes and villains, but Farhadi, a peerless dramatist, seeks to defy those binaries at every turn.",09/01/2022,100.0
331,A HERO,Tim Brayton,Alternate Ending,Farhadi's manipulation of sympathies and identification points feels like a master conductor commanding a great orchestra.,08/01/2022,80.0
332,A HERO,Richard Roeper,Chicago Sun-Times,Oscar winner Asghar Farhadi's insightful film gives us a hustler we question but still root for.,08/01/2022,75.0
333,A HERO,Walter Chaw,Film Freak Central,What's good about A Hero is what's good about all of Farhadi's work.,07/01/2022,62.5
334,A HERO,Jonathan W. Hickman,The Newnan Times-Herald,It's a remarkable bit of tense story-telling that cements Farhadi as Iran's top film auteur.,07/01/2022,90.0
335,A HERO,Patrick McDonald,"WBGR-FM (93.7 FM - Monroe, WI)",Dir Farhadi emphasizes the hoops that normal/sincere people in Iran have to jump through just to be seen as 'doing the right thing.' More empathetic insight into the culture.,07/01/2022,80.0
336,A HERO,Jake Coyle,Associated Press,"A Hero, in which Farhadi returns to his native Iran after a trip to Spain for 2018′s Everybody Knows, is one of the most labyrinthine moral tales you're likely to encounter.",07/01/2022,87.5
337,A HERO,Markie Robson-Scott,The Arts Desk,"As Farhadi has said, daily life can be repetitive and boring, and in its search for realism A Hero seems sometimes to cross that line. However the feeling of chaotic bureaucracy... is powerful.",07/01/2022,60.0
338,A HERO,James Verniere,Boston Herald,Iranian auteur Asghar Farhadi delivers another morally and emotionally complex drama with A Hero.,07/01/2022,84.0
339,A HERO,Tim Appelo,AARP Movies for Grownups,Farhadi is brilliant at depicting stories that seem like cinema verité documentaries but whose hero turns out to be caught in a complex web of fate and the mysteries of his own character.,07/01/2022,100.0
340,A HERO,Tom Duggins,CineVue,"This is another beautifully crafted film from a director who knows how to draw every last jot of human emotion from his cast, throwing big questions before his characters and letting them take it in their stride.",07/01/2022,80.0
341,A HERO,Peter Rainer,Christian Science Monitor,"Just when you think you've pinned down someone as good or bad, the tables are turned and the complexities thicken. Just like in real life.",07/01/2022,90.0
342,A HERO,Matt Rodriguez,Shakefire,A complex film that explores both the good and the bad sides of a coin as it lays everything out on the table leaving audiences to make their own decisions about these characters and their lives.,07/01/2022,80.0
343,A HERO,Siddhant Adlakha,IGN Movies,"Told through director Asghar Farhadi's signature brand of neo-realism, [A Hero] pulsates with anxiety even in its quieter moments",07/01/2022,90.0
344,A HERO,Jared Mobarak,Jaredmobarak.com,The pieces are worth a bit more than the whole simply because the lesson being taught isn't necessarily one that needs to be constantly compounded by more examples of itself.,07/01/2022,70.0
345,A HERO,Kevin Maher,Times (UK),"It's funny, droll and uneven, somewhere between Frank Capra, O Henry and a deadpan Jim Carrey comedy.",07/01/2022,60.0
346,A HERO,Mark Dujsik,Mark Reviews Movies,"[T]he film is a tightly plotted tale of constantly twisting, stretching, and constricting consequences to seemingly innocent and mundane choices.",07/01/2022,87.5
347,A HERO,Josh Bell,"The Inlander (Spokane, WA)","Farhadi has put his various characters through so many inescapable predicaments that this latest feels a bit schematic, even if its individual elements can still create a powerful impact.",07/01/2022,62.5
348,A HERO,Leah Greenblatt,Entertainment Weekly,"A cautionary fable whose purest notes ring poignantly, painfully true.",06/01/2022,89.0
349,A HERO,Mark Feeney,Boston Globe,"Seeing both sides in a drama can be a formula for noble tedium. With Farhadi, it works to enrich his material and make it memorable.",06/01/2022,87.5
350,A HERO,Charlotte O'Sullivan,London Evening Standard,"A blistering, if gentle, triumph.",06/01/2022,80.0
351,A HERO,Tom Santilli,Movie Show Plus,...a deeply compelling film that offers no easy answers...just the way that Farhadi likes it.,06/01/2022,89.0
352,A HERO,Leslie Felperin,Financial Times,"Farhadi comes home to make yet another subtle, layered dissection of modern morality among the Iranian middle class.",06/01/2022,60.0
353,A HERO,Michael O'Sullivan,Washington Post,"The movie takes place in Iran, yet it's really situated in the crack of daylight that separates truth from a lie.",06/01/2022,75.0
354,A HERO,Aaron Neuwirth,We Live Entertainment,"When it comes to making contemporary dramas, I'm not sure there's a better filmmaker currently out there than Asghar Farhadi.",06/01/2022,90.0
355,A HERO,James Kendrick,Q Network Film Desk,"solid, provocative work that grinds its way under your skin, pulling you one direction and then in another without seeming to exert any effort, which may be Farhadi's greatest cinematic skill",06/01/2022,87.5
356,A HERO,Randy Myers,San Jose Mercury News,"True to form, Farhadi swims into these moral questions without being shrill or even choosing sides.",06/01/2022,87.5
357,A HERO,Chris Evangelista,Slashfilm,No Good Deed Goes Unpunished In The Complex New Film From Asghar Farhadi.,05/01/2022,90.0
358,A HERO,Frank Swietek,One Guy's Opinion,"Another of the writer-director's sharp, fascinating tales of the vagaries of life in contemporary Iran...a parable of the interplay between fate and free choice that remains engrossing from first to last.",05/01/2022,84.0
359,A HERO,Bill Goodykoontz,Arizona Republic,"Sometimes the smallest things can get away from us. Farhadi knows this, and reminds us, again and again in this outstanding film.",05/01/2022,80.0
360,A HERO,Edward Douglas,The Weekend Warrior,Another intricate character study that draws you in with a simple story and keeps you there with the brilliant characterizations and the conflicts between the characters.,05/01/2022,85.0
361,A HERO,Glenn Kenny,RogerEbert.com,"A chilling demonstration of how, as the song says, money changes everything.",05/01/2022,75.0
362,A HERO,Peter Canavese,Celluloid Dreams,"A morality play about media and social media that are hungry to create a story for attention, and a commentary on how reductive most cinematic storytelling is.",05/01/2022,87.5
363,A HERO,Travis Hopson,Punch Drunk Critics,A Hero is a return to form by one of the best to ever make moral complexities so entertaining and so heart-racing.,05/01/2022,80.0
364,A HERO,Nick Rogers,Midwest Film Journal,"Although Asghar Farhadi's latest film is less culturally specific and more predictable than his others, it remains a powerful and poignant story about getting lost inside a maze erected from misery of our own making.",05/01/2022,70.0
365,A HERO,Christopher Lloyd,The Film Yap,The Iranian drama is a tightly wound affair about a disgraced man who performs a good deed and receives both praise and ire for his selfless act.,05/01/2022,80.0
366,A HERO,Brian Orndorf,Blu-ray.com,"The suspense generated here is surprising and sustained, with Farhadi generating a deep understanding of bad ideas inspired by desperate times.",05/01/2022,89.0
367,A HERO,Robert Kojder,Flickering Myth,"It's a merry-go-round of moral issues that feels as if it might never end, and considering the strength of the writing, why would anyone ever want it to",03/01/2022,100.0
368,A HERO,John Urbancich,JMuvies,Two-time Oscar winner Farhadi cleverly weaves his cast of perfect players in and out of situations that might make audiences wring their hands for everyone involved.,03/01/2022,90.0
369,A HERO,Mick LaSalle,San Francisco Chronicle,The experience is akin to watching a movie about someone dying of a minor infection because no one in the house knows that antibiotics have been invented.,02/01/2022,50.0
370,A HERO,Laura Clifford,Reeling Reviews,"Farhadi is known for crafting tales which appear black and white on the surface but reveal grayer and grayer layers the more we learn about his characters. Such is the case with his latest, easily his best film since his breakout hit ""A Separation.""",28/12/2021,89.0
371,A HERO,Alistair Harkness,Scotsman,"Shot in with Farahdi's trademark naturalism, it's a queasy, but moving film, with a mesmerising performance by Jadidi.",21/12/2021,80.0
372,A HERO,Richard Propes,TheIndependentCritic.com,A fiercely compelling and intelligent film.,30/11/2021,87.5
373,A HERO,A.A. Dowd,AV Club,Part of the movie's brilliance is in how it questions the very concept of a good deed.,12/11/2021,89.0
374,A HERO,Peter Howell,Toronto Star,There's never just one central drama in an Asghar Farhadi film. The Iranian auteur finds ways to bring multiple story lines and culpability together.,18/09/2021,75.0
375,A HERO,Joey Magidson,Awards Radar,"When you watch a movie by Asghar Farhadi, you know that a potentially simple story is always a vessel for more complexity and an examination of human behavior.",11/09/2021,75.0
376,A HERO,Andy Howell,Film Threat,"While the film is culturally specific, its message is universal.",10/09/2021,80.0
377,A HERO,David Ehrlich,indieWire,"Farhadi might not be a filmmaker you expect to tackle the emotional ramifications of social media, but in his low-key way, he manages to spin Rahim's diffidence into a shrewd portrait of how random faces in the crowd can sow doubt.",22/07/2021,84.0
378,A HERO,Caroline Tsai,The Playlist,"In ""A Hero"" (""Ghahreman""), Asghar Farhadi blurs the line of innocence and guilt in a fraught drama about the true weight of a good deed.",20/07/2021,79.0
379,A HERO,Dave Calhoun,Time Out,A superb morality play that immerses us deeply in a society's values and rituals and keeps us guessing right to its powerful final shot.,19/07/2021,100.0
380,A HERO,Jordan Ruimy,World of Reel,"Farhadi, with his calm camerawork, does seem to be implying that whatever celebrated heroes we nay find on social media should be taken with a grain of salt. Reality gets skewed and manipulated for the benefit of various different entities.",19/07/2021,84.0
381,A HERO,John Bleasdale,CineVue,"The performances are beautifully observed. Jadidi plays Rahim with a kind of goofy charm, but at the same time he has a temper and an obstinacy that just keeps him digging deeper.",15/07/2021,80.0
382,A HERO,James Mottram,South China Morning Post,"Using the prison as a metaphor for Rahim's own impossible situation, this is an absorbing dissection of Iranian society. You'll come away enriched and with much to think about.",15/07/2021,80.0
383,A HERO,Nicholas Bell,IONCINEMA.com,"Arguably a return to form, and his most masterful effort since his 2011 breakout A Separation, A Hero hews closely to the formula [director Asghar Farhadi]'s known best for, rippling social issue dramas as anxiety laden as any thriller.",14/07/2021,80.0
384,A HERO,Ignacio Navarro,El antepenúltimo mohicano,The scenes in which these multiple characters interact are structured in such a way that each dialogue brings nuances to the main theme. [Full review in Spanish],14/07/2021,80.0
385,A HERO,Adam Solomons,Little White Lies,A soulful reflection on the morality of crime.,14/07/2021,80.0
386,A HERO,Robbie Collin,Daily Telegraph (UK),"Farhadi is one of those filmmakers whose personal style is as steadfast as Marvel's: allowing for a few cosmetic tweaks and squeaks each time, you generally know what you're going to get. And generally, it's very good.",14/07/2021,80.0
387,A HERO,Pat Brown,Slant Magazine,"The film is a demonstrative examination of the way our raising of heroes onto social media pedestals diminishes the messy, sometimes impenetrable truth of human lives.",13/07/2021,75.0
388,A HERO,Peter Bradshaw,Guardian,"There is plenty of interest here - and yet I have to admit to slight reservations about the melodramatic contrivances, which stretch credulity a little.",13/07/2021,60.0
389,TOGETHER,Lynn Venhaus,Webster-Kirkwood Times,"Perhaps reliving a public health emergency that is so fresh through an acerbic relationship, even if it is tinged with hope, is only a curiosity.",22/10/2021,69.0
390,TOGETHER,Tracey Petherick,Common Sense Media,"The portrait of a seemingly doomed relationship under the shadow of COVID-19, this British drama tackles heavy-going themes with eloquence and empathy.",15/10/2021,80.0
391,TOGETHER,Jesse Hassenger,AV Club,"When Together confronts the helpless living nightmare of a pandemic's ongoing irresolution, it taps into a scary rawness.",25/09/2021,69.0
392,TOGETHER,Lisa Trifone,Third Coast Review,"One of the best things about this charming, if slight, film is getting to enjoy McAvoy being McAvoy.",11/09/2021,75.0
393,TOGETHER,Rex Reed,Observer,The writing is strong and the two actors have a surfeit of both chemistry and charisma.,05/09/2021,87.5
394,TOGETHER,Andrea Chase,Killer Movie Reviews,"nor for the way it captures a bleak moment in history, but for Razor-sharp observations about what it means to be human, and thereby imperfect, but still more than worthy of not just love, but, more, respect",05/09/2021,100.0
395,TOGETHER,Cate Marquis,We Are Movie Geeks,"Stephen Daldry's tale gives us a high-energy recap of our shared pandemic experience, spiked with incisive insights, through the evolving relationship of a sharp-tongued couple, an experience greatly enhanced by shining performances.",02/09/2021,75.0
396,TOGETHER,Mark Feeney,Boston Globe,"""Together"" should feel stagey: two dominant characters, a single shared space, near-constant dialogue. It doesn't, thanks in part to how Daldry and Martin keep the camera in frequent motion.",02/09/2021,75.0
397,TOGETHER,David Ehrlich,indieWire,"His evolution from Leaver to ""grocery store workers are heroes"" is as easy to track as it is hard to believe, though McAvoy's trembling conviction allows you to envision the promised lands of empathy, even if his character takes a few too many shortcuts.",01/09/2021,64.0
398,TOGETHER,Kimberley Jones,Austin Chronicle,McAvoy and Horgan make marvelous company.,01/09/2021,80.0
399,TOGETHER,Dennis Schwartz,Dennis Schwartz Movie Reviews,I found watching this plotless film's couple battling constantly over every little thing to be unbearable.,31/08/2021,69.0
400,TOGETHER,Sean P. Means,The Movie Cricket,"Thoughtful, smart and exceedingly well-acted - and I can't think of a single human being on Earth who would want to watch it right now.",30/08/2021,75.0
401,TOGETHER,Frederic and Mary Ann Brussat,Spirituality & Practice,An intense examination of the effects on a relationship of the COVID pandemic lockdown.,30/08/2021,100.0
402,TOGETHER,Charles Koplinski,Illinois Times,"Cathartic, heartrending and ultimately hopeful, ""Together"" is as much a historical document as a feature film, a spot-on chronicle that will be referenced for years to come.",30/08/2021,100.0
403,TOGETHER,Leah Greenblatt,Entertainment Weekly,"Even within the stagy confines of the movie's Scenes From a Marriage setup, Horgan and McAvoy manage to tease out the more subtle and enduring bits in their characters' unravelings.",29/08/2021,79.0
404,TOGETHER,Patrick McDonald,"WBGR-FM (93.7 FM - Monroe, WI)","Compelling enough & squishy, but is a bit too talky & reiterating, because we're still not out of it! This may become an artifact of the era, for better or ill. We're not out!",28/08/2021,70.0
405,TOGETHER,Richard Roeper,Chicago Sun-Times,Sharon Horgan and James McAvoy do searing work in a dialogue-heavy drama with plenty of dark humor and even a little tenderness.,28/08/2021,75.0
406,TOGETHER,James Verniere,Boston Herald,"Sufficient marital pandemic dramedy. MvAvoy and Horgan are talented and appealing. But truly pales beside ""Scenes from a Marriage,"" its obvious inspiration.",27/08/2021,79.0
407,TOGETHER,Rachel LaBonte,Screen Rant,"Together﻿ finds moments of real emotion between its main prickly pair, but it still makes one wish there weren't movies about COVID already.",27/08/2021,40.0
408,TOGETHER,Tim Appelo,AARP Movies for Grownups,"For American audiences, it's also a window into the pandemic's impact across the pond -- and a chance to revel in McAvoy's tragicomic, blistering, vulnerable performance with no superpowers in sight.",27/08/2021,60.0
409,TOGETHER,Edwin Arnaudin,Asheville Movies,"The theatrical material would probably work as a stage play, but Daldry's direction and the stars' cinematic performances merit the onscreen approach.",27/08/2021,84.0
410,TOGETHER,Keith Garlington,Arkansas Democrat-Gazette,"It's combative, toxic and often unpleasant. But the real challenge for audiences won't be the film's nastiness. It will be the aggressive style of storytelling that forces the viewer to play a part in every scene.",27/08/2021,88.0
411,TOGETHER,Matt Zoller Seitz,RogerEbert.com,A four-star acting masterclass at its best and a two-star ripped-from-the-headlines botch at its worst. Split the difference and you'll arrive at something like a holistic consideration.,27/08/2021,75.0
412,TOGETHER,Rob Thomas,"Capital Times (Madison, WI)","It's in those moments, when the actors channel the terror and vulnerability of the moment, that ""Together"" becomes a worthy time capsule of how we're getting through this.",27/08/2021,75.0
413,TOGETHER,Nell Minow,Movie Mom,"Two people, one setting, two-thirds of the three unities of classical-era drama. A strong script and outstanding acting talent make it work.",27/08/2021,84.0
414,TOGETHER,Pamela Powell,AWFJ Women on Film,"The delivery of every scene, the interaction of our two characters, is brutal, frequently humorous, but the undercurrent of reality continually washes over us.",27/08/2021,100.0
415,TOGETHER,Adam Graham,Detroit News,"This kind of storytelling device might work well on stage in a small, intimate theater, but on film it comes off as awkward and unwelcome.",27/08/2021,64.0
416,TOGETHER,Allyson Johnson,Cambridge Day,Together dodges the obvious missteps with a central relationship that makes for invigorating viewing regardless of the setting and its two committed and powerful lead performances.,26/08/2021,75.0
417,TOGETHER,Al Alexander,The Patriot Ledger,"It's clumsy, yes, but it provides a valuable glimpse at where we stand, and where we're headed, by bravely ripping off all our masks.",26/08/2021,79.0
418,TOGETHER,Michael Medved,The Michael Medved Show,Ultimately a profoundly uplifting film and probably one of the best of the year so far...,26/08/2021,100.0
419,TOGETHER,Jacob Oller,Paste Magazine,"A moving, sharp and charmingly black-humored film of direct address.",26/08/2021,79.0
420,TOGETHER,Christopher Llewellyn Reed,Film Festival Today,"If you enjoy your catharsis with a heavy dose of chattiness, Together might just prove compelling.",26/08/2021,62.5
421,TOGETHER,Randy Myers,San Jose Mercury News,"Out of the recent batch of relationship movies that have emerged from the pandemic, this is by far the best.",26/08/2021,87.5
422,TOGETHER,Mark Dujsik,Mark Reviews Movies,[T]he drama and the bigger picture feel as emotionally constrained as the characters' physical confinement.,26/08/2021,50.0
423,TOGETHER,Avi Offer,NYC Movie Guru,"Wickedly funny! Witty, heartfelt and refreshingly honest. James McAvoy and Sharon Horgan are terrific!",26/08/2021,88.4723
424,TOGETHER,Travis Hopson,Punch Drunk Critics,"Stephen Daldry's blistering, raw, heartbreaking and funny two-hander...is the perfect antidote to those sick of movies about the pandemic experience.",25/08/2021,80.0
425,TOGETHER,Laura Clifford,Reeling Reviews,"a nimble display of choreography using unbroken shots as long as ten minutes in one location...Barely one scene into the film and I was astonished by the dexterity of McAvoy and Horgan, performing long, dialogue heavy scenes with nary a break",25/08/2021,84.0
426,TOGETHER,Brian Orndorf,Blu-ray.com,"An outstandingly acted offering of confessional fury, but it's difficult to understand who the audience is for this cathartic endeavor, and why it's being produced now, when this global battle for stability is far from over.",25/08/2021,74.0
427,TOGETHER,Ann Hornaday,Washington Post,"""Together"" isn't particularly weighty, but it possesses undeniable resonance.",25/08/2021,50.0
428,TOGETHER,MaryAnn Johanson,Flick Filosopher,"Fresh, raw, wielding physical and psychological intimacy like a shiv, this is a deeply compelling, empathetic emotional roller coaster fueled by McAvoy's and Horgan's intense and cutting performances.",25/08/2021,90.0
429,TOGETHER,Joey Magidson,Awards Radar,"Together gets better as it goes on, but it's largely a grueling experience.",25/08/2021,50.0
430,TOGETHER,Christopher Lloyd,The Film Yap,"A Brit couple experiences the pandemic over the course of a year in their home. Sharon Horgan and James McAvoy give masterful performances in a marvelous film that's about them, and us.",25/08/2021,90.0
431,TOGETHER,Nate Adams,The Only Critic,Falls apart.,24/08/2021,64.0
432,TOGETHER,Mike McGranaghan,Aisle Seat,Two commanding performances and an observant screenplay combine to make Together a compelling snapshot of our current time.,24/08/2021,75.0
433,TOGETHER,Robert Kojder,Flickering Myth,Together rises above its concept and reliance on heavy-duty acting to connect and resonate with the effects of the pandemic,23/08/2021,60.0
434,TOGETHER,Dan Mecca,The Film Stage,"The fourth-wall breaks grow a bit tiresome and its final scene fails to build on the intensity of what comes just before, but leading turns and the topical setting prove memorable.",23/08/2021,69.0
435,TOGETHER,David Lewis,San Francisco Chronicle,"Both McAvoy and Horgan handle the rapid-fire dialogue with gusto, and for a while, their devastating banter is amusing. But eventually the effect begins to wear thin...",23/08/2021,50.0
436,TOGETHER,Jared Mobarak,Jaredmobarak.com,"Add the fact that only other self-pitying, upper middle class white families will care about this couple's ""struggles"", and you've created your own echo chamber.",23/08/2021,50.0
437,TOGETHER,Wes Greene,Slant Magazine,"Together's dramaturgy perfectly, if unintentionally, underscores the suffocating nature of pandemic living.",23/08/2021,37.5
438,TOGETHER,Robin Clifford,Reeling Reviews,"...constantly moving, non-stop dialog that is sharp, witty and unique look into a well-off family coping with COVID, It is sometimes not a pretty picture.",20/08/2021,79.0
439,TOGETHER,Ed Cumming,Independent (UK),"When Together is good, you cannot take your eyes off it.",23/06/2021,80.0
440,TOGETHER,Alison Rowat,The Herald (Scotland),"It brilliantly captures the fear, claustrophobia, and borderline madness of the past year, with both McAvoy --even with a man bun -- and Horgan outstanding.",21/06/2021,60.0
441,TOGETHER,Katie Rosseinsky,London Evening Standard,"The spikiness of McAvoy and Morgan's back-and-forth stops things getting too earnest, but Kelly's monologues show his writing at its sharpest.",21/06/2021,60.0
442,TOGETHER,Deborah Ross,The Mail on Sunday (UK),"It was riveting and outstandingly nasty but with, alas, something recognisable at its core.",21/06/2021,100.0
443,THE TRAGEDY OF MACBETH,James Luxford,City AM,"Its a gorgeous work of art, retaining the Coens dark sensibilities while taking rewarding chances.",03/03/2022,100.0
444,THE TRAGEDY OF MACBETH,David Gonzalez,Reel Talk Inc.,"Joel Coens film is brilliant. Its minimalistic approach balanced with powerhouse performances, infectious production design, and enchanting cinematography leads to one of Shakespeares finest adaptations.",18/02/2022,87.5
445,THE TRAGEDY OF MACBETH,Sean P. Means,The Movie Cricket,"Director Joel Coen screws his courage to the sticking-place and delivers without the aid of his brother, Ethan, for the first time in his career a movie that is as starkly ambitious and brutally effective as the title character himself.",13/02/2022,87.5
446,THE TRAGEDY OF MACBETH,Christopher Cross,Tilt Magazine,"With an exceptional eye for its craftwork and technical elements and how those benefit the narrative, The Tragedy of Macbeth offers an enriching and captivating experience.",12/02/2022,80.0
447,THE TRAGEDY OF MACBETH,Brian Eggert,Deep Focus Review,"With digitization being the modern stage, Coen's film embraces the format. But this critic felt consumed by many of the visual choices and distanced by the storytelling, which is a shame, given the film's monumental performances.",11/02/2022,62.5
448,THE TRAGEDY OF MACBETH,Adam Kempenaar,Filmspotting,"Everyone exists in this ominous otherworld that feels so appropriate for characters who are caught between film and theater, ambition and loyalty, insanity and sanity, humanity and inhumanity.",10/02/2022,80.0
449,THE TRAGEDY OF MACBETH,John Beifuss,"Commercial Appeal (Memphis, TN)",The film arguably does little that Welles didn't do in 1948 under the parsimonious oversight of Republic Pictures; but why argue with a new opportunity to experience the unbeatable combination of cinematic expressionism and Shakespearean expression?,03/02/2022,87.5
450,THE TRAGEDY OF MACBETH,Moira MacDonald,Seattle Times,"It's not exactly cheerful holiday viewing, but this ""Macbeth"" is nonetheless a gift.",31/01/2022,87.5
451,THE TRAGEDY OF MACBETH,Joshua Axelrod,Pittsburgh Post-Gazette,"Stands out from other Shakespeare adaptations with two towering central performances, a singularly foreboding vibe and incredible production design that is sure to garner Academy Award consideration.",31/01/2022,75.0
452,THE TRAGEDY OF MACBETH,Simran Hans,Observer (UK),"The film has a cold, abstract beauty.",31/01/2022,60.0
453,THE TRAGEDY OF MACBETH,Jesse Hassenger,AV Club,"Coen's equivalent of a solo album has its own virtuosic style. With text modifications mostly off the table, he adapts the play visually, and through subtraction...",31/01/2022,84.0
454,THE TRAGEDY OF MACBETH,Linda Cook,OurQuadCities / WHBF-TV (Illinois),Coen has created a cinematic masterpiece from a Shakespeare masterpiece.,30/01/2022,100.0
455,THE TRAGEDY OF MACBETH,Patrick McDonald,"WBGR-FM (93.7 FM - Monroe, WI)","To mangle a famous line in the play for a halfwit critic's quotes sake ... ""By the pricking of my thumbs, something excellent this way comes."" Eerie/magnificent light & magic.",29/01/2022,80.0
456,THE TRAGEDY OF MACBETH,Simon Miraudo,Movie Squad (RTRFM 92.1),"Fine performances and striking visuals with an angular, expressionistic zeal can't help but make this feel like anything other than an academic exercise.",28/01/2022,60.0
457,THE TRAGEDY OF MACBETH,Allen Adams,The Maine Edge,"[O]ne of the starkest, strangest and saddest new films you're likely to encounter. Possessed of a stunning throwback aesthetic and driven by phenomenal performances, it's unlike anything I've seen in ages.",27/01/2022,100.0
458,THE TRAGEDY OF MACBETH,Cole Smithey,ColeSmithey.com,"Joel Coen puts a fine point on defining traitors as those ""who swear a lie."" You know who you are.",24/01/2022,89.0
459,THE TRAGEDY OF MACBETH,Yasser Medina,Cinemaficionados,It adapts the Shakespearean tragedy with a solemn and atmospheric monochrome style that never loses its aesthetic horizon illustrated in black and white. [Full review in Spanish],22/01/2022,70.0
460,THE TRAGEDY OF MACBETH,Jackie K. Cooper,jackiekcooper.com,Getting through the Shakespearean style is still a bit of a sludge but this cast is first rate.,21/01/2022,70.0
461,THE TRAGEDY OF MACBETH,Brad Keefe,Columbus Alive,I came away from it appreciating the craft but feeling a bit hollow.,21/01/2022,60.0
462,THE TRAGEDY OF MACBETH,Piers Marchant,Arkansas Democrat-Gazette,"Washington and McDormand are brilliant, as are the rest of the cast, handling the daunting task of taking such well-worn lines and restoring them once again as part of a whole from their cultural vernacular.",21/01/2022,90.0
463,THE TRAGEDY OF MACBETH,Sonny Bunch,The Bulwark,"To call The Tragedy of Macbeth 'fun' feels wrong, but it is, undoubtedly, imbued with a darkly comic sensibility.",21/01/2022,75.0
464,THE TRAGEDY OF MACBETH,Alan Corr,RTÉ (Ireland),"As you'd expect it is masterfully directed. However, it's Bruno Delbonnel's cinematography and Stefan Dechant's production design that really make this version of the Scottish Play leap from the screen.",20/01/2022,80.0
465,THE TRAGEDY OF MACBETH,Andrea Chase,Killer Movie Reviews,"Eschewing the artifice of reality, Coen creates an experience that is Cathartic as well as horrifying, akin to the medieval morality plays or even the tragedies of classical Greece",20/01/2022,80.0
466,THE TRAGEDY OF MACBETH,Michael Medved,The Michael Medved Show,One of the best Shakespearian adaptations in a generation.,19/01/2022,87.5
